Name,Categories,Address,City,State,Postcode,Phone,Website,Email,Fax,Latitude,Longitude,Employees,Established,Licence_No,ABN_Status,ABN,ABN_Name,Accuracy,ABN_2,ACN
MOTORSPORTS TASMANIA PTY LTD,Schools & Training,134 Davey St,Hobart,TAS,7000,(03) 6224 4134,,,,-42.890264,147.323055,,,,Active,78 093 815 126,Entity Name,75%,,
City-Cross Driving School,Schools & Training,Creeda Business Centre,Wanniassa,ACT,2903,(02) 6255 1811,Visit Our Website ,,,-35.4016906,149.0987563,,,,Active,79 425 828 417,Trading Name,75%,,
Your Local Driving School,Schools & Training,,Hewett,SA,5118,(08) 8522 4817,,,,-34.5795663,138.7476887,,,,Active,92 386 997 745,Trading Name,100%,,
Win Win Driving School,Schools & Training,,Wellard,WA,6170,0466 621 730,,,,-32.2713135,115.8443648,,,,Active,68 121 025 060,Business Name,100%,,
Veni Vidi Vici Driving School,Schools & Training,,Morley,WA,6062,0401 180 232,,jlhbos1@gmail.com,,-31.8982423,115.8950739,,,,Active,99 869 552 453,Business Name,100%,,
Two States Driving School,Schools & Training,28- 30 Station St,Cobram,VIC,3644,(03) 5871 1046,,,,-35.92167,145.64607,,,,Active,87 263 357 152,Business Name,100%,,
Sydney west driving school,Schools & Training,,Blacktown,NSW,2148,0402 256 503,http://www.sydneywestdriving.com.au ,sydneywestdriving@gmail.com,,-33.7694644,150.9084932,,,,Active,65 812 574 821,Business Name,100%,,
SWIFT DRIVER,Schools & Training,,Fitzgibbon,QLD,4018,0407 782 067,http://www.swift-driver.com ,swift_driver@outlook.com,,-27.3485585,153.0297352,,,,Active,82 383 150 017,Business Name,100%,,
Sutton Road Training Centre,Schools & Training,411 Sutton Rd,Majura,ACT,2609,(02) 6297 7187,http://www.suttonroad.com.au ,office@suttonroad.com.au,,-35.310652,149.247959,,,,Active,61 482 053 531,Business Name,100%,,
Roadcraft Driver Education,Schools & Training,,Gympie,QLD,4570,1800 060 064,http://www.roadcraft.net.au ,,,-26.1904157,152.6658377,,,,Active,30 803 437 950,Trading Name,100%,,
Road Focus Driving School,Schools & Training,,Maddington,WA,6109,0401 279 846,http://www.roadfocusdrivingschool.org.au ,,,-32.0545429,115.9777376,,,,Active,76 468 858 833,Business Name,100%,,
Mackay Driving School Pty Ltd,Schools & Training,,Mackay,QLD,4740,(07) 4955 5244,www.mackaydrivingschool.com.au ,maria@mackaydrivingschool.com.au,(07) 4955 2417,-21.1425369,149.1894862,,1973,,Active,33 133 561 181,Entity Name,100%,33 133 561 181,133 561 181
Learn 2 Tow,Schools & Training,,Elanora,QLD,4221,0418 265 674,,,,-28.1382769,153.4619817,,,,Active,80 949 490 657,Business Name,100%,,
Kelvin Professional Driving Instructor,Schools & Training,,Modbury North,SA,5092,0428 899 646,http://www.kelvinsdrivingschool.simplesite.com ,kelvin@skillstopass.com.au,,-34.8280562,138.6745293,,,,Active,35 972 109 025,Business Name,100%,,
Goolwa Driving School,Schools & Training,,Goolwa,SA,5214,(08) 8555 1163,,,,-35.5049055,138.7779986,,,,Active,17 787 542 959,Trading Name,100%,,
Ezy-Pass Driving School,Schools & Training,,Kelvin Grove,QLD,4059,0421 014 867,,,,-27.4510209,153.0115288,,,,Active,51 134 227 297,Trading Name,100%,,
Driving Ed,Schools & Training,27 Toby Cres,Panania,NSW,2213,0403 773 775,,esnataraj57@gmail.com,,-33.944167,150.996302,,,,Active,20 890 722 410,Business Name,100%,,
Driver Dynamics Pty Ltd,Schools & Training,,Mt Waverley,VIC,3149,1300 652 693,http://www.driverdynamics.com.au ,"enquires@driverdynamics.com,enquiries@driverdynamics.com",,-37.8759144,145.1293834,,,,Active,62 105 603 772,Entity Name,100%,,
Chermside Driving School,Schools & Training,,Kedron,QLD,4031,0401 454 148,,saeed_azimi78@yahoo.com,,-27.4069227,153.0326193,,,,Active,77 211 349 302,Business Name,100%,,
Australian Institute of Advanced Motorists (Tas) Inc,Schools & Training,73 Brent St,Glenorchy,TAS,7010,(03) 6272 9610,,aiam_tas@ozemail.com.au,,-42.835956,147.259806,,,,Active,88 104 484 857,Entity Name,100%,,
Arrow Driving Academy,Schools & Training,89 Katherine Ave,Amaroo,ACT,2914,(02) 6242 5356,,arrowdriving@bigpond.com,,-35.169214,149.128762,1-Oct,1963,,Active,65 060 039 304,Trading Name,100%,65 060 039 304,
Ari Driving School,Schools & Training,12 Cyperus Crst,Carseldine,QLD,4034,(07) 3863 0711,,,,-27.34251,153.01365,,,,Active,80 942 948 406,Trading Name,100%,,
Andrew's Driving School,Schools & Training,40 Vanderlin Dr,Wagaman,NT,810,(08) 8945 5634,,,,-12.377468,130.887528,,,,Active,40 748 114 234,Other Name,100%,,
Abstar Driving School,Schools & Training,,Mindarie,WA,6030,0449 116 226,http://abstardrivingschool.com ,abstardrivingschool@gmail.com,,-31.6783304,115.7059848,,,,Active,28 359 905 069,Business Name,100%,,
Walsh Driver Training,Schools & Training,,Nambour,QLD,4560,0407 158 644,,,,-26.6293532,152.9593597,,,,,,,,,
Vincent Muthu Defensive Driving Adelaide,Schools & Training,,,,,0401 071 112,www.drivingschoolsa.com.au ,,,,,,,,,,,,,
The Right Gear Driving School,Schools & Training,,Rostrevor,SA,5073,0466 237 863,http://www.therightgear.com.au ,chris@velocityvision.com.au,,-34.8958933,138.6749061,,,,,,,,,
The John Bowe Institute Of Driving,Schools & Training,Level 1 16 High St,Glen Iris,VIC,3146,(03) 9886 0522,,,,-37.86198,145.06511,,,,,,,,,
The Driving Force,Schools & Training,,,,,0402 456 281,,,,,,,,,,,,,,
The Australian Driving Institute,Schools & Training,,Happy Valley,SA,5159,(08) 8322 8555,Visit Our Website ,twearing@austdrive.com,,-35.0824407,138.5622724,,,,,,,,,
Swift Driving School,Schools & Training,,,,,0411 046 794,http://www.swiftdrivingschool.com.au ,info@swiftdrivingschool.com.au,,,,,,,,,,,,
SUMIT DRIVING ACADEMY-Kelmscott,Schools & Training,,Hilbert,WA,6112,0449 255 716,http://www.sumitdrivingacademy.com.au ,"info@sumitdrivingacademy.com.au,sdaperth@gmail.com",,-32.17758886,115.9848149,,,,,,,,,
Stay Upright Motor Cycle Techniques,Schools & Training,,,,,1300 366 640,,,,,,,,,,,,,,
Shawsett Training Pty Ltd,Schools & Training,79 Crocker Dr,Malaga,WA,6090,(08) 9248 7208,www.shawsett.com.au ,,,-31.854844,115.881732,,,,,,,,,
SA 4 Wheel Drive Training,Schools & Training,Head Office 25 Taylor St,Kadina,SA,5554,(08) 8821 3340,www.sa4wheeldrivetraining.com.au ,sa4wheeldrive@gmail.com,,-33.962359,137.712092,,,,,,,,,
S.M.A.R.T. N.T.,Schools & Training,,Knuckeys Lagoon,NT,852,(08) 8947 2470,www.smartdrivertraining.com ,courses@smartdrivertraining.com,(08) 8947 2471,-16.2634155,133.3751909,1-Oct,1993,,,,,,98 723 610 536,
Rory's Driving School,Schools & Training,,Arundel,QLD,4214,0412 001 017,,,,-27.9473542,153.3743648,,,,,,,,,
Red 23 driving school,Schools & Training,Beerwah,Forest Lake,QLD,4078,0414 499 591,http://www.red23drivingschool.com.au ,cheryljwood@gmail.com,,-27.6239117,152.9694057,,,,,,,,,
Q-Ride Top-Rider Pty Ltd,Schools & Training,,,,,1300 131 362,,,,,,,,,,,,,,
Pro Drive Safe,Schools & Training,,Cairns,QLD,4870,0438 337 904,www.drivesafe.net.au ,drivesafe4wd1@bigpond.com,,-16.9227818,145.770307,1-Oct,2001,,,,,,,
Payless Truck Driving School,Schools & Training,,Kogarah,NSW,2217,0406 577 701,https://www.paylessdrivingschool.com.au/truck-license-sydney/ ,"paylessdrivingschoolsydney@gmail.com,info@paylessdrivingschool.com.au",,-33.9627271,151.1334636,1-Oct,1991,"Truck Licensing School in Sydney NSW, #1 Truck Driver Training, Short Course Specialist?",,,,,92 269 936 086,
P7 Offroad,Schools & Training,,Hervey Bay,QLD,4655,1300 725 440,www.p7offroad.com.au ,"dave@p7offroad.com.au,info@australianoffroadacademy.com.au",,-25.286111,152.818889,,,,,,,,,
Opposite Lock 4WD Training & Tours,Schools & Training,,Redland Bay,QLD,4165,(07) 3829 1882,,,,-27.6117398,153.3024516,,,,,,,,,
NORTHWAY DRIVING SCHOOL Eastern suburbs,Schools & Training,465 Belmore Rd,Mont Albert North,VIC,3129,0419 205 554,http://northwaydrivingschool.com.au ,"northwaydrivingschool@yahoo.com,info@northwaydrivingschool.com.au",,-37.800891,145.110823,,,,,,,,,
MyLife Driving School,Schools & Training,547 Cavendish Rd,Coorparoo,QLD,4151,0466 644 107,mylifedrivingschool.com.au ,"learn2drive@mylifedriving.com.au,learn2drive@mylifedrivingschool.com.au",,-27.513097,153.070685,,,,,,,,,
My Truck Licence,Schools & Training,21 Gladsone St,Moonee Ponds,VIC,3039,0414 319 016,,licence@mytrucklicence.com.au,,-37.769012,144.922296,,,,,,,,,
Mt Cotton Training Services,Schools & Training,PO Box 3795,Loganholme,QLD,4129,(07) 3822 0000,,,,-27.69367,153.18797,,,,,,,,,
Motor Safe Tasmania,Schools & Training,,Hobart,TAS,7000,(03) 6224 4134,www.motorsafetas.com.au ,marketing@motorsafetas.com.au,,-42.881903,147.323815,,,,,,,,,
LPlusP Driving School,Schools & Training,,,,,0469 370 978,http://lpluspdrivinschool.com ,mohsin.w44@outlook.com,,,,,,,,,,,,
Little Red Driving School,Schools & Training,,,,,0408 888 052,http://www.littlereddrivingschool.com.au ,info@littlereddrivingschool.com.au,,,,,,,,,,,,
Licenced Driving School,Schools & Training,,Albany Creek,QLD,4035,0422 271 333,,,,-27.344694,152.9658672,,,,,,,,,
Kendrick G C,Schools & Training,,Goulburn,NSW,2580,(02) 4821 5559,,,,-34.7545432,149.7178169,,,,,,,,,
Jim Murcott Driving Centre,Schools & Training,,,,,1300 555 576,,,,,,,,,,,,,,
J.Bukuru Driving School,Schools & Training,,Logan Central,QLD,4114,0470 384 307,http://jbukurudrivingschool.com.au/ ,jbukurudrivingschool@gmail.com,,-27.64456,153.10417,,,,,,,,,
International Driving School,Schools & Training,,Hectorville,SA,5073,(08) 8337 1096,internationaldrivingschool.com.au ,davidfrangiosa@bigpond.com,,-34.8914959,138.656851,,1971,,,,,,,
Harbour City Driving School,Schools & Training,8 Llewellyn Cl,Gladstone,QLD,4680,(07) 4978 5940,,,,-23.88793,151.21598,,,,,,,,,
Goldfields Motorcycle School,Schools & Training,,Kalgoorlie,WA,6430,(08) 9091 1960,,,,-30.7480006,121.4739818,,,,,,,,,
Getabout Training Services,Schools & Training,,,,,(02) 8822 5656,www.getabout.edu.au ,julie@getabout.edu.au,,,,,,,,,,,92 073 103 456,
First Time 4WD,Schools & Training,,,,,0417 809 587,http://www.firsttime4wd.com ,firsttime4WD@gmail.com,,,,,,,,,,,,
Fernando Driving School,Schools & Training,Unit 11 31 Gardens Hill Cres,The Gardens,NT,820,0409 447 261,,sudarshana.fernando@gmail.com,,-12.447952,130.838599,,,,,,,,,
Fadhili Driving School,Schools & Training,14 Sixth Ave,Harristown,QLD,4350,0401 170 609,http://www.fads.net.au ,"befads20@gmail.com,webmaster@fads.net.au",,-27.568969,151.932934,,,,,,,,,
Excel Drive Australia,Schools & Training,,,,,1300 856 857,,,,,,,,,,,,,,
Emerald Driver Training Centre,Schools & Training,,Shailer Park,QLD,4128,0409 366 838,,,,-27.6587475,153.1693094,,,,,,,,,
Eastcoast Driving School,Schools & Training,,Burleigh Heads,QLD,4220,(07) 5576 6717,,,,-28.0968254,153.443296,,,,,,,,,
Driving Management Australia,Schools & Training,,,,,(07) 3820 2077,www.drivingmanagement.com.au ,john@drivingmanagement.com.au,,,,,1998,,,,,,72 698 475 682,
Driver Safety Program (Australia) Pty Ltd,Schools & Training,,,,,1800 809 966,,,,,,,,,,,,,,
Defensive Driver Training Australia,Schools & Training,45 Vaughan Dr,Ormeau,QLD,4208,0434 788 154,,,,-27.776458,153.245635,,,,,,,,,
Corporate Driver Training Australia P/L,Schools & Training,,,,,1800 249 641,,,,,,,,,,,,,,
Corporate Driver Training Australia P/L,Schools & Training,,,,,1800 249 641,,,,,,,,,,,,,,
Corporate Driver Training Australia P/L,Schools & Training,,,,,1800 249 641,,,,,,,,,,,,,,
Cockatoo Systems,Schools & Training,,Casuarina,NT,811,(08) 8981 3805,,,,-12.3756503,130.8822128,,,,,,,,,
Central West Driver Training,Schools & Training,,,,,1800 630 092,,,,,,,,,,,,,,
Capital Driving School,Schools & Training,2 Langker Pl,Conder,ACT,2906,(02) 6294 8144,,arhaviv@hotmail.com,,-35.46818,149.11146,,,,,,,,,
Cairns Truck & Car School,Schools & Training,,Cairns,QLD,4870,0409 471 817,,,,-16.9227818,145.770307,,,,,,,,,
Cairns Drive 2 Survive,Schools & Training,5 Saligna Cl,Redlynch,QLD,4870,0410 403 107,,,,-16.911352,145.694036,,,,,,,,,
Brand New Drivers,Schools & Training,,Nicholls,ACT,2913,0418 119 808,www.drivinglessonscanberra.com.au ,,,-35.1907945,149.0837529,,,Logbook & Government Test Preparation,,,,,96 465 768 233,
BMW Driver Training,Schools & Training,,,,,1800 000 269,,,,,,,,,,,,,,
Biker Basics Rider Training,Schools & Training,,,,,0417 606 069,http://www.bikerbasics.com.au ,grant@bikerbasics.com.au,,,,,,,,,,,,
Beta Driving School,Schools & Training,,,,,1300 302 012,,,,,,,,,,,,,,
Bayview Driving School,Schools & Training,,Claremont,WA,6010,(08) 9324 4574,,,,-31.9805208,115.7812066,,,,,,,,,
Australian Motorcycle Academy - Qride,Schools & Training,Unit 1 / 25 Lawrence Dr,Nerang,QLD,4211,(07) 5596 4938,Visit our website for all information on Qride courses or call us now 0755964938 ,info@ama-qride.com.au,,-28.00261,153.34428,,,,,,,,,
Anne's Driver Education,Schools & Training,,,,,0410 628 831,http://annesdrivereducation.com.au/ ,emptynest@bigpond.com,,,,1-Oct,2005,,,,,,54 022 587 301,
Academy School Of Driving,Schools & Training,7 Bridgeman Rd,Findon,SA,5023,(08) 8268 5188,,,,-34.90132,138.5338,,,,,,,,,
Able2drive Driving School,Schools & Training,75 Kew Dr,Oakden,SA,5086,0402 706 042,,,,-34.8554,138.645559,,,,,,,,,
Abhi Driving School,Schools & Training,69 Kintore Ave,Kilburn,SA,5084,0425 123 399,,ladgsdhindsa@yahoo.co.in,,-34.866566,138.591212,,,,,,,,,
Aaron Mcgill Auto Motion Australia,Schools & Training,Unit 6/ 3 Gantry Pl,Braemar,NSW,2575,(02) 4872 2622,,,,-34.424841,150.477274,,,,,,,,,
02 Easy Driving School,Schools & Training,12 Colby Ct,Tapping,WA,6065,0439 963 594,,,,-31.712444,115.798944,,,,,,,,,
Vinsun Driving School,Schools & Training,32 Almandine Loop,Wellard,WA,6170,0452 324 180,http://www.vinsundrivingschool.com/ ,"tandonv81@gmail.com,info@vinsundrivingschool.com",,-32.266327,115.848345,,,,Active,68 082 024 488,Business Name,50%,,
Stay Upright Motorcycle Techniques,Schools & Training,1753- 1799 Mount Cotton Rd,Cornubia,QLD,4130,(07) 3829 9991,,,,-27.65046,153.23326,,,,Active,41 002 099 069,Business Name,50%,,
Precision Driver Training,Schools & Training,,Richmond,NSW,2753,0407 220 270,,,,-33.5964076,150.7505282,,,,Active,98 771 033 007,Business Name,50%,,
Precise Driver Training,Schools & Training,Level 1 3 Ruff Ct,Burleigh Waters,QLD,4220,(07) 5520 1011,,,,-28.084814,153.433096,,,,Active,41 919 711 847,Business Name,50%,,
One Way Driving School,Schools & Training,,Umina,NSW,2257,(02) 4342 6729,,,,-33.5213638,151.3183075,,,,Active,39 764 546 181,Business Name,50%,,
John's Driving School,Schools & Training,,White Gum Valley,WA,6162,(08) 9335 3855,http://johnsdrivingschool.com.au ,,,-32.059997,115.7681715,,,,Active,89 043 309 493,Trading Name,50%,,
Driver Training Australia,Schools & Training,Unit 3/ 199 Nepean Hwy,Seaford,VIC,3198,0414 722 271,http://www.drivertrainingaustralia.com.au ,info@drivertrainingaustralia.com.au,,-38.112964,145.126288,,,,Active,11 741 007 066,Business Name,50%,,
Corporate-Driver-Training,Schools & Training,33 Shearwater Dr,Shortland,NSW,2307,0413 694 569,www.corporate-driver-training.com.au ,phil.burns2511@gmail.com,,-32.886951,151.70057,1-Oct,,007070 - NSW Driving Instructors Licence,Active,62 658 299 513,Other Name,50%,64 677 862 237,
Corporate-Driver-Training,Schools & Training,,Newcastle,NSW,2300,0413 694 569,www.corporate-driver-training.com.au ,phil.burns2511@gmail.com,,-32.9266689,151.7800187,1-Oct,,007070 - NSW Driving Instructors Licence,Active,62 658 299 513,Other Name,50%,64 677 862 237,
Brabham Driving School,Schools & Training,,Brookdale,WA,6112,0431 249 926,http://www.brabhamdrivingschool.com.au ,brabhamdrivingschool@gmail.com,,-32.1715614,116.0085754,,,,Active,30 427 400 256,Business Name,50%,,
BMW Driver Training,Schools & Training,497 Pittwater Rd,Brookvale,NSW,2100,1800 790 269,,,,-33.764159,151.270775,,,,Active,11 004 675 129,Business Name,50%,,
Bayswater Driving School,Schools & Training,13 Menmuir Pl,Bayswater,WA,6053,0421 895 440,,jasminstz@yahoo.com,,-31.91304,115.903256,,,,Active,93 037 901 606,Business Name,50%,,
Bayside Driving School,Schools & Training,,Portland,VIC,3305,0408 057 642,,,,-38.342284,141.6039619,,,,Active,40 196 196 720,Trading Name,50%,,
Barnes Driver Training,Schools & Training,,Long Jetty,NSW,2261,(02) 4333 7777,,,,-33.3597809,151.4839514,,,,Active,41 093 345 101,Trading Name,50%,,
AUS Truck Training,Schools & Training,194 Zillmere Rd,Boondall,QLD,4034,0422 522 653,https://austrucktraining.com.au/ ,"austrucktraining@gmail.com,info@ausstrucktraining.com.au",,-27.362473,153.051712,,,,Active,28 613 739 343,Business Name,50%,,
Andrew's Driving School,Schools & Training,Unit 14 125 Rockingham Rd,Hamilton Hill,WA,6163,0418 902 071,,,,-32.08711,115.77678,,,,Active,40 748 114 234,Other Name,50%,,
Trent Driving School,Schools & Training,,Windsor,NSW,2756,(02) 4577 5625,,,,-33.6075314,150.819451,,,,Active,18 572 573 084,Trading Name,75%,,
TPL Driver Education,Schools & Training,,Glenbrook,NSW,2773,0409 393 376,,tlarance@bigpond.net.au,,-33.7672408,150.6218176,,,,Active,86 328 417 794,Business Name,75%,,
Toowoomba Driving School,Schools & Training,,Toowoomba,QLD,4350,0417 766 878,,tennocyglenda@gmail.com,,-27.5638341,151.9539736,,,,Active,97 913 153 421,Business Name,75%,,
Smart Driving School Melbourne,Schools & Training,,Werribee,VIC,3030,0466 185 020,http://www.sdsmelbourne.com.au ,sdsmelb@gmail.com,,-37.9029,144.6584688,,,,Active,48 605 687 368,Business Name,75%,,
Royce Driver Training,Schools & Training,1st Floor Unit 11 1 Burroway Rd,Sydney Olympic Park,NSW,2127,(02) 9648 7233,http://www.roycedrivertraining.com.au ,info@roycedrivertraining.com.au,,-33.822617,151.079053,,1963,Defensive driving,Active,23 909 818 130,Business Name,75%,20 000 706 963,
Progress Driving School,Schools & Training,Princes Hwy,Bunyip,VIC,3815,0418 399 302,,,,-38.07614631,145.7100581,,1991,,Active,23 598 944 752,Trading Name,75%,,
One Step Driving School,Schools & Training,,Wollongong,NSW,2500,0405 999 968,,drivewithonestep@gmail.com,,-34.4241792,150.8935489,,,,Active,50 841 745 014,Business Name,75%,,
Noosa Driving School,Schools & Training,PO Box 2056,Noosa Heads,QLD,4567,0417 589 539,http://noosadrivingschool.com.au/ ,noosadrivingschool@hotmail.com,,-26.3982969,153.0921542,,1974,,Active,60 229 349 698,Trading Name,75%,,
L2P Drive School,Schools & Training,,Sutton Forest,NSW,2577,0435 929 170,,lyndaphilpott@gmail.com,,-34.5672735,150.3223443,,,,Active,58 101 249 183,Business Name,75%,,
Guru Truck Driving School,Schools & Training,,Prestons,NSW,2170,0433 266 831,https://www.gurutruckdrivingschool.com.au/ ,"gurutruckdrivingschool1@gmail.com,info@gurutruckdrivingschool.com.au",,-33.9451294,150.8877106,,,,Active,83 435 392 834,Business Name,75%,,
David V.I.P Driving School,Schools & Training,,Parramatta,NSW,2150,0431 524 817,https://www.davidvipdrivingschool.com.au/ ,INFO@DAVIDVIPDRIVINGSCHOOL.COM.AU,,-33.8152373,151.003125,,,,Active,91 690 140 144,Business Name,75%,,
Coomera Driver Training,Schools & Training,,Beenleigh,QLD,4207,0404 063 761,www.coomeradrivertraining.com.au ,admin@coomeradrivertraining.com.au,,-27.7153573,153.2021315,,,,Active,43 068 036 918,Business Name,75%,,
Ace Driver Ed,Schools & Training,7 Campbell,Wollongong,NSW,2500,0404 853 005,,,,-34.4211,150.90168,,,,Active,38 354 605 473,Business Name,75%,,
VRP Driving School,Schools & Training,39 Hayston Bvd,Epping,VIC,3076,0433 435 148,https://vrpdrivingschool.com.au/ ,Nades29@hotmail.com,,-37.629383,145.034747,,,,Active,46 005 131 711,Business Name,100%,,
Transformers Driving School,Schools & Training,,Pakenham,VIC,3810,0404 349 134,http://www.transformersdrivingschool.com.au ,"solpak786@gmail.com,info@transformersdrivingschool.com.au",,-38.0784936,145.4826278,,,,Active,24 330 382 560,Business Name,100%,,
Tour Coach Services,Schools & Training,Landershute Rd,Palmwoods,QLD,4555,(07) 5478 9453,,,,-26.703104,152.942695,,,,Active,42 918 853 419,Business Name,100%,,
Steering NSW Driving School,Schools & Training,,Darlington,NSW,2008,0411 303 111,,steeringnsw@icloud.com,,-33.8912268,151.1958496,,,,Active,36 848 810 603,Business Name,100%,,
South Burnett Motorcycle Rider Training,Schools & Training,Bunya Hwy,Kingaroy,QLD,4610,(07) 4162 3125,,crogie@bigpond.com,,-26.546571,151.832801,,,,Active,82 634 264 348,Business Name,100%,,
Shepparton best driving school,Schools & Training,,Shepparton,VIC,3630,0405 000 361,,abbas.naseree@yahoo.com,,-36.3667971,145.4032227,,,,Active,81 083 624 718,Business Name,100%,,
Serenity Driving School,Schools & Training,24 Camp St,Murrumbateman,NSW,2582,0408 160 158,www.serenitydrivingschool.com.au ,,,-34.967288,149.025924,,,,Active,66 164 814 051,Business Name,100%,,
Safe Driving Solutions,Schools & Training,8 Forbes Pl,Hastings,VIC,3915,0414 582 295,www.safedrivingsolutions.com.au ,batdesign@batdesign.com.au,,-38.301121,145.172561,,,,Active,96 894 453 341,Other Name,100%,,
Roadcraft Driver Education,Schools & Training,36 Drummond Dr,Gympie,QLD,4570,(07) 5482 8833,www.roadcraft.org.au ,enquiries@roadcraft.org.au,(07) 5482 7772,-26.227638,152.697837,,,,Active,30 803 437 950,Trading Name,100%,,
My Licence Driving School,Schools & Training,,Glenwood,NSW,2768,0425 137 192,,mylicencedrivingschool@gmail.com,,-33.7239187,150.9293905,,,,Active,94 761 138 234,Business Name,100%,,
My Driving School- Moreton Bay Region,Schools & Training,,Woody Point,QLD,4019,0436 390 153,http://www.mydrivingschoolmb.com.au ,one4lizbeggs@gmail.com,,-27.2568035,153.1042868,,,,Active,27 343 067 648,Business Name,100%,,
Monarch Driving School,Schools & Training,,Mickleham,VIC,3064,0476 662 000,http://www.monarchdriving.com ,monarchdriving.australia@gmail.com,,-37.5643061,144.8762457,,,,Active,32 626 828 162,Business Name,100%,,
Mix Telematics Australasia Pty Ltd,Schools & Training,Suite 1 Ground Floor 1 Alvan St,Subiaco,WA,6008,(08) 9388 5800,http://www.mixtelematics.com ,wayne.fee@safedriveint.com,,-31.945612,115.822695,501-1000,1995,,Active,71 091 386 720,Entity Name,100%,,
MELBOURNE SAFETY DRIVING SCHOOL,Schools & Training,51 Vantage Bvd,Craigieburn,VIC,3064,0404 045 744,,instructorvic@gmail.com,,-37.596033,144.893775,,,,Active,23 587 622 761,Business Name,100%,,
Lighthouse Beach Driving School,Schools & Training,,Port Macquarie,NSW,2444,0407 907 212,,,,-31.4307038,152.9063331,,,,Active,98 928 050 751,Business Name,100%,,
Life Skills Learner Driving,Schools & Training,,Lake Haven,NSW,2263,0423 054 814,http://www.lifeskillslearnerdriving.com.au ,INFO@LIFESKILLSDRIVING.COM.AU,,-33.2432859,151.5050751,,,,Active,90 583 661 875,Business Name,100%,,
Learn Fast To Drive,Schools & Training,,Woodbine,NSW,2560,0468 391 910,,,,-34.0489887,150.8199954,,,,Active,88 761 536 608,Trading Name,100%,,
Kingsley Driving School,Schools & Training,16 Edwin St,Kingsley,WA,6026,(08) 9309 5747,,,,-31.813765,115.79964,,,,Active,60 108 159 162,Trading Name,100%,,
