Name,Categories,Address,City,State,Postcode,Phone,Website,Email,Fax,Latitude,Longitude,Employees,Established,Licence_No,ABN_Status,ABN,ABN_Name,Accuracy,ABN_2,ACN
The Classroom Bar,Bars & Restaurants,356 Charles St,North Perth,WA,6006,(08) 9444 7729,,,,-31.927125,115.852823,,,,Active,66 147 909 377,Other Name,25%,,
The Bent Elbow,Bars & Restaurants,16 Old Cleveland Rd,Stones Corner,QLD,4120,0420 677 207,http://thebentelbow.com.au/ ,,,-27.498326,153.044866,,,,Active,81 602 736 514,Entity Name,25%,,
The Beet Bar,Bars & Restaurants,2/ 358 Flinders St,Townsville,QLD,4810,(07) 4724 0918,http://thebeetbar.com.au/ ,hello@thebeetbar.com.au,,-19.260493,146.816781,,,,Active,80 620 724 110,Business Name,25%,,
Tarlee Hotel,Bars & Restaurants,1 Hallett St,Tarlee,SA,5411,(08) 8528 5217,,,,-34.271907,138.771283,,,,Active,58 622 050 661,Entity Name,25%,,
Sunset Tavern,Bars & Restaurants,The Esplanade,Karumba,QLD,4891,(07) 4745 9183,https://www.facebook.com/Karambasunsettavern/ ,,,-17.460865,140.827863,,,,Active,43 101 069 657,Entity Name,25%,,
SoundBar,Bars & Restaurants,,Rosebud West,VIC,3940,(03) 5986 8118,,sjeeb@pac.com.au,,-38.3632675,144.8776139,,,,Active,71 081 043 036,Trading Name,25%,,
Shoe Bar,Bars & Restaurants,Yagan Square,Perth,WA,6000,(08) 6166 7660,https://theshoebar.com.au/ ,"manager@theshoebar.com.au,chef@theshoebar.com.au",,-31.950208,115.858564,,,,Active,54 829 492 572,Business Name,25%,,
Senors,Bars & Restaurants,17 The Esplanade,Torquay,VIC,3228,(03) 5261 6032,http://senorstorquay.com.au/ ,info@senorstorquay.com.au,,-38.33582,144.32428,,,,Active,16 608 967 228,Business Name,25%,,
Sabroso,Bars & Restaurants,2 Gamon St,Seddon,VIC,3011,(03) 9689 0203,,,,-37.806909,144.890173,,,,Active,92 152 284 207,Entity Name,25%,,
Rumpus Room Pty Ltd,Bars & Restaurants,156 Russell St,West End,QLD,4101,(07) 3846 1323,,,,-27.479821,153.012573,,,,Active,95 115 299 253,Entity Name,25%,,
Quay Bar,Bars & Restaurants,31 Alfred St,Sydney,NSW,2000,(02) 9247 4898,quaybar.com.au/ ,quaybar@solotel.com.au,,-33.8622,151.210859,,,,Active,70 950 872 834,Entity Name,25%,,
Prosciutto Bros,Bars & Restaurants,31 Peel St,Eltham,VIC,3095,(03) 9431 3335,https://www.prosciuttobros.com.au/ ,info@prosciuttobros.com.au,,-37.719325,145.140508,,,,Active,12 601 720 469,Entity Name,25%,,
Print Hall,Bars & Restaurants,125 St Georges Tce,Perth,WA,6000,(08) 6282 0000,www.printhall.com.au ,"info@printhall.com.au,admin@printhall.com.au",,-31.954813,115.854857,,,,Active,96 679 795 813,Business Name,25%,,
Plough Hotel,Bars & Restaurants,Childs Rd,Mill Park,VIC,3082,(03) 9404 2611,,,,-37.66,145.05,,,,Active,12 314 759 393,Business Name,25%,,
Paddington Tavern,Bars & Restaurants,186 Given Tce,Paddington,QLD,4064,(07) 3369 0044,,,,-27.462248,153.006638,,,,Active,38 009 794 030,Business Name,25%,,
Outback Jacks Bar & Grill,Bars & Restaurants,295 Gympie Rd,Strathpine,QLD,4500,(07) 3889 7773,www.outbackjacks.com.au ,info@outbackjacks.com.au,,-27.30679,152.99339,,,,Active,83 615 064 723,Business Name,25%,,
Mylk Bar,Bars & Restaurants,57 Flinders St,Adelaide,SA,5000,(08) 8223 5500,http://www.mylkbar.com.au ,info@mylkbar.com.au,,-34.927274,138.602734,,,,Active,77 110 705 171,Business Name,25%,,
Mr Boogie Man BAR,Bars & Restaurants,160 Hoddle St,Abbotsford,VIC,3067,0421 149 746,https://www.facebook.com/mrboogiemanbar/ ,mrboogiemanbar@gmail.com,,-37.802441,144.992983,,,,Active,41 891 942 385,Business Name,25%,,
Moore Park Beach Tavern,Bars & Restaurants,Lot 2 Murdochs Rd,Moore Park Beach,QLD,4670,(07) 4154 8519,www.mooreparkbeachtavern.com.au ,mooreparkbeachtavern@hotmail.com,,-24.727671,152.284037,,,,Active,73 609 361 042,Entity Name,25%,,
Moo Moo The Wine Bar & Grill,Bars & Restaurants,"Broadbeach On The Park, 2685 Gold Coast Highway",Broadbeach,QLD,4218,(07) 5539 9952,www.moomoorestaurant.com ,info.gc@moomoorestaurant.com,,-28.030594,153.43104,,,,Active,84 982 488 455,Business Name,25%,,
Mechanics Institute,Bars & Restaurants,222 William St,Northbridge,WA,6003,(08) 9228 4189,http://mechanicsinstitutebar.com.au ,"info@mechanicsinstitutebar.com.au,ruckus@mechanicsinstitutebar.com.au",,-31.948784,115.859761,,,,Active,15 897 556 206,Entity Name,25%,,
Malt Shovel Taphouse,Bars & Restaurants,"Festival Centre, Festival Drive - Riverfront",Adelaide,SA,5000,(08) 8331 5215,https://www.facebook.com/MaltShovelAdel/ ,,,-34.927171,138.599541,,,,Active,96 628 904 085,Business Name,25%,,
Liquor King,Bars & Restaurants,23 Butler St,Tully,QLD,4854,(07) 4068 1088,,,,-17.93451,145.924627,,,,Active,61 010 504 891,Trading Name,25%,,
La Boheme,Bars & Restaurants,34 Grote St,Adelaide,SA,5000,(08) 8212 8884,,,,-34.928174,138.597765,,,,Active,29 403 817 576,Business Name,25%,,
Kbar,Bars & Restaurants,,Darwin,NT,800,(08) 8943 8777,www.skycitydarwin.com.au/bars/kbar ,pwitchen@delawarenorth.com,,-12.462288,130.840901,,,,Active,50 090 129 278,Entity Name,25%,,
Ivory Lounge Bar,Bars & Restaurants,121 Collins St,Hobart,TAS,7000,0499 499 443,,ivoryhobart@gmail.com,,-42.883743,147.326317,,,,Active,12 164 032 919,Business Name,25%,,
Iddy Biddy,Bars & Restaurants,35-39 Blessington St,St Kilda,VIC,3182,(03) 9525 3320,http://www.iddybiddy.com.au/ ,iddy@iddybiddy.com.au,,-37.87039,144.98076,,,,Active,22 630 332 080,Entity Name,25%,,
Heritage Bar,Bars & Restaurants,137 Flinders St,Townsville,QLD,4810,(07) 4771 2799,www.heritagebar.com.au ,heritagebarandgrill@bigpond.com,,-19.25709,146.82064,,1994,,Active,85 158 385 123,Business Name,25%,82 083 206 115,
Harry's Steak Bistro & Bar,Bars & Restaurants,1744 Gold Coast Hwy,Burleigh Heads,QLD,4220,(07) 5535 2699,http://harryssteakbistro.com.au/ ,eat@harryssteakbistro.com.au,,-28.088626,153.450011,,,,Active,58 613 463 246,Entity Name,25%,,
Hallam Hotel,Bars & Restaurants,Princes Hwy,Hallam,VIC,3803,(03) 8786 0200,,,,-38.005977,145.267296,,,,Active,79 474 459 159,Entity Name,25%,,
Greaser,Bars & Restaurants,259A Brunswick St,Fortitude Valley,QLD,4006,(07) 3648 9036,,,,-27.457405,153.0334,,,,Active,24 535 150 701,Business Name,25%,,
Garcon,Bars & Restaurants,6 Alfred Pl,Melbourne,VIC,3000,396548184,http://garconparissteakhouse.com.au/ ,"info@garconparissteakhouse.com.au,lincoln@seventrustgroup.com",,-37.813884,144.969999,,,,Active,61 611 265 724,Entity Name,25%,,
Dolce Bar,Bars & Restaurants,27 East Row,Canberra,ACT,2600,(02) 6249 1888,,,,-35.278738,149.130553,,,,Active,54 618 909 765,Business Name,25%,,
CocoBrew Rockhampton,Bars & Restaurants,114 William St,Rockhampton,QLD,4700,(07) 4837 3888,https://www.cocobrew.com.au/ ,"party@cocobrew.com.au,stay@cocobrew.com.au",,-23.382342,150.510291,,,,Active,19 293 348 312,Business Name,25%,,
Charlie's Bar,Bars & Restaurants,71 Hardware Lane,Melbourne,VIC,3000,(03) 9600 1454,www.charliesbar.com.au ,,,-37.813233,144.960906,,,,Active,44 996 780 229,Business Name,25%,,
Cardigan Bar,Bars & Restaurants,198 Seymour St,Sandgate,QLD,4017,0419 189 049,https://www.cardiganbar.com/ ,"cardiganbar@gmail.com,cardganbar@gmail.com",,-27.321262,153.069821,,,,Active,95 391 832 578,Business Name,25%,,
Cantina Sociale,Bars & Restaurants,108 Sturt St,Adelaide,SA,5000,(08) 8410 6246,,,,-34.932894,138.59625,,,,Active,87 608 304 918,Entity Name,25%,,
Cabinet,Bars & Restaurants,17 Franklin St,Manuka,ACT,2603,(02) 6162 0994,,,,-35.319702,149.133198,,,,Active,69 166 443 660,Business Name,25%,,
Burrito Bar,Bars & Restaurants,"Shop 10 / Holmview Central Shopping Centre, 302-318 Logan River Road",Holmview,QLD,4207,(07) 3807 8006,http://theburritobar.com.au/stores/holmview/ ,feedback@theburritobar.com.au,,-27.711013,153.161231,,,,Active,40 160 621 250,Business Name,25%,,
Boolarra Community Hotel,Bars & Restaurants,2760 Monash Way,Boolarra,VIC,3870,(03) 5169 6420,https://www.facebook.com/pg/boolarracommunityhotel/about/?ref=page_internal ,,,-38.380107,146.277359,,,,Active,28 611 426 398,Entity Name,25%,,
Black Bull Hotel,Bars & Restaurants,58 Hindley St,Adelaide,SA,5000,(08) 8231 3236,http://blackbullhotel.com.au ,,,-34.922723,138.597244,,,,Active,50 615 673 948,Entity Name,25%,,
Bentspoke Brewing Co,Bars & Restaurants,38 Mort St,Braddon,ACT,2612,(02) 6257 5220,www.bentspokebrewing.com.au/index.html ,lovebeer@bentspokebrewing.com.au,,-35.27297,149.131925,,,,Active,82 158 557 272,Entity Name,25%,,
Beach House,Bars & Restaurants,Shop 326 Logan Hyperdome,Loganholme,QLD,4129,(07) 3801 2838,https://www.beachhousebargrill.com/ ,"loganholme@beachhousebargrill.com,info@bold-themes.com",,-27.69367,153.18797,,,,Active,29 314 720 110,Trading Name,25%,,
BAR 129,Bars & Restaurants,129 Melbourne St,North Adelaide,SA,5006,(08) 8361 9207,https://bar129.com.au ,claude@bar129.com.au,,-34.907418,138.607155,,,,Active,37 532 442 713,Entity Name,25%,,
Ballistic Beer,Bars & Restaurants,53-55 Mccarthy Rd,Salisbury,QLD,4107,(07) 3277 6656,https://ballisticbeer.com.au/ ,"stephen@ballisticbeer.com.au,lauren@ballisticbeer.com",,-27.548384,153.031621,,,,Active,88 606 759 022,Entity Name,25%,,
Bacchus Wine Bar,Bars & Restaurants,Henley Square 253 The Esplanade,Henley Beach,SA,5022,(08) 8356 2644,,,,-34.92016,138.493988,,,,Active,36 114 817 864,Entity Name,25%,,
Alumbra,Bars & Restaurants,Shed 9/7 Central Pier 161 Harbour Esplanade,Docklands,VIC,3008,(03) 8623 9666,,,,-37.81663,144.94333,,,,Active,15 882 724 274,Business Name,25%,,
55ml,Bars & Restaurants,33-35 Mill St,Adelaide,SA,5000,0426 977 408,http://facebook.com/bar55ml ,bar55ml@gmail.com,,-34.930865,138.598832,,,,Active,31 609 243 478,Entity Name,25%,,
4 Brothers Brewing,Bars & Restaurants,57-73 Brook St,North Toowoomba,QLD,4350,0488 528 049,https://www.facebook.com/4brosbrewing/ ,4brothersbrewing@gmail.com,,-27.54754,151.949818,,,,Active,75 609 400 357,Entity Name,25%,,
Windsor Hotel,Bars & Restaurants,410 North East Rd,Windsor Gardens,SA,5087,(08) 8261 3522,www.thewindsor.net.au ,,,-34.866067,138.645126,,,,Active,54 008 908 889,Trading Name,50%,,
Union Hotel,Bars & Restaurants,20 Falmouth St,Avoca,TAS,7213,(03) 6384 2121,,,,-41.782014,147.721681,,,,Active,76 184 041 799,Trading Name,50%,,
The Tavern,Bars & Restaurants,18 Hesse St,Queenscliff,VIC,3225,(03) 5258 4590,http://www.thetavernqueenscliff.com.au ,info@thetavernqueenscliff.com.au,,-38.265577,144.661673,,,,Active,71 984 576 064,Other Name,50%,,
The Spot,Bars & Restaurants,133 Sydney Rd,Brunswick,VIC,3056,(03) 9077 9247,,,,-37.774394,144.960588,,,,Active,73 326 539 837,Trading Name,50%,,
The Oyster Bar,Bars & Restaurants,14 East Tce,Adelaide,SA,5000,(08) 8232 5422,,,,-34.92214,138.61049,,,,Active,57 069 572 185,Business Name,50%,,
The Lounge,Bars & Restaurants,243 Swanston St,Melbourne,VIC,3000,(03) 9663 2916,www.lounge.com.au ,,,-37.812301,144.964736,,,,Active,30 375 446 985,Trading Name,50%,,
The Jade Monkey,Bars & Restaurants,160 Flinders St,Adelaide,SA,5000,0402 299 301,,thejademonkey@optusnet.com.au,,-34.926801,138.606816,,,,Active,24 101 841 972,Business Name,50%,,
The Den,Bars & Restaurants,63 Salamanca Pl,Battery Point,TAS,7004,0499 888 233,http://theden.com.au ,,,-42.887017,147.33319,,,,Active,88 588 534 611,Trading Name,50%,,
The Cavern,Bars & Restaurants,Shop 6/ 18 Mead St,Kalamunda,WA,6076,(08) 9293 3337,www.thecavernkalamunda.com ,,,-31.973002,116.058074,,,,Active,51 736 579 235,Business Name,50%,,
The Basement Bar,Bars & Restaurants,409 Flinders St,Townsville,QLD,4810,0487 923 265,,,,-19.260942,146.815388,,,,Active,38 472 151 944,Trading Name,50%,,
Sweetwater Rooftop Bar,Bars & Restaurants,Level 6 1 Silas St,East Fremantle,WA,6158,(08) 9387 0888,https://www.sweetwaterbar.com.au ,"enquiries@sweetwaterbar.com.au,info@sweetwaterbar.com.au",,-32.041727,115.763826,,,,Active,81 607 832 299,Business Name,50%,,
Swallow Bar,Bars & Restaurants,198 Whatley Crst,Maylands,WA,6051,(08) 9272 4428,swallowbar.com.au ,theoffice@swallowbar.com.au,,-31.92853,115.892655,,,,Active,56 139 644 401,Business Name,50%,,
Small-fry,Bars & Restaurants,Unit 3/ 129 Bathurst St,Hobart,TAS,7000,(03) 6231 1338,www.small-fryhobart.com.au ,press@google.com,,-42.882325,147.323381,,,,Active,82 736 971 959,Business Name,50%,,
Siglo,Bars & Restaurants,Lvl 2/ 161 Spring St,Melbourne,VIC,3000,(03) 9654 6631,,,,-37.81096,144.97243,,,,Active,84 810 466 541,Trading Name,50%,,
Seacliff Beach Hotel,Bars & Restaurants,221 Esplanade,Seacliff,SA,5049,(08) 8296 7466,,,,-35.031456,138.518093,,,,Active,37 067 391 511,Business Name,50%,,
Santini Bar & Grill,Bars & Restaurants,First Floor 133 Murray St,Perth,WA,6000,(08) 9225 8000,https://www.santinibarandgrill.com.au/ ,santini_qtperth@evt.com,,-31.953867,115.860998,,,,Active,23 140 595 624,Business Name,50%,,
Rising Sun Hotel,Bars & Restaurants,30 Edward St,Port Wakefield,SA,5550,(08) 8867 1023,,,,-34.1844,138.148248,,,,Active,86 084 891 548,Trading Name,50%,,
Ramsgate Hotel,Bars & Restaurants,328 Seaview Rd,Henley Beach,SA,5022,(08) 8356 5411,,,,-34.919878,138.494839,,,,Active,37 067 391 511,Business Name,50%,,
Queens Tavern,Bars & Restaurants,520 Beaufort St,Highgate,WA,6003,(08) 9328 7267,https://www.thequeens.com.au/ ,contact@thequeens.com.au,,-31.938351,115.870511,,,,Active,37 067 391 511,Business Name,50%,,
Q Bar,Bars & Restaurants,Level 2 34-44 Oxford St,Darlinghurst,NSW,2010,(02) 9360 1375,,marketing@exchangehotel.biz,,-33.877741,151.213756,,,,Active,91 058 298 374,Business Name,50%,,
Oxley Tavern,Bars & Restaurants,146 Blunder Rd,Oxley,QLD,4075,(07) 3879 7811,https://www.oxleytavern.com.au/ ,oxley.tavern@alhgroup.com.au,,-27.575481,152.983028,,,,Active,37 067 391 511,Business Name,50%,,
Orion Hotel,Bars & Restaurants,1 Main St,Springfield Central,QLD,4300,(07) 3470 5549,http://orionhotel.com.au ,info@orionhotel.com.au,,-27.678761,152.904831,,,,Active,40 167 849 489,Business Name,50%,,
Old Sydney Hotel,Bars & Restaurants,34 Ellena St,Maryborough,QLD,4650,(07) 4122 1744,,,,-25.541145,152.702978,,,,Active,37 067 391 511,Business Name,50%,,
Observatory Bar,Bars & Restaurants,Level 1 11 Franklin Whrf,Hobart,TAS,7000,(03) 6223 1273,http://www.observatorybar.com.au/ ,info@observatorybar.com.au,,-42.884333,147.331927,,,,Active,93 158 874 410,Business Name,50%,,
No Mafia,Bars & Restaurants,Shop 11/ 189 William St,Northbridge,WA,6003,(08) 6162 6405,http://www.nomafia.com.au/ ,info@nomafia.com.au,,-31.9493033,115.8568517,,,,Active,62 838 540 670,Business Name,50%,,
La Ruche,Bars & Restaurants,680 Ann St,Fortitude Valley,QLD,4006,(07) 3666 0880,,,,-27.458017,153.035108,,,,Active,40 182 797 700,Entity Name,50%,,
Kitsch,Bars & Restaurants,229 Oxford St,Leederville,WA,6007,(08) 9242 1229,,,,-31.933169,115.84093,,,,Active,20 248 942 502,Business Name,50%,,
Jimboomba Country Tavern,Bars & Restaurants,Cnr Mt Lindesay Hwy &amp; Cusacks Ln,Jimboomba,QLD,4280,(07) 5546 0100,https://www.jimboombatavern.com.au/ ,jimboomba.tavern@alhgroup.com.au,,-27.838553,153.0254,,,,Active,37 067 391 511,Business Name,50%,,
Indooroopilly Hotel,Bars & Restaurants,3 Station Rd,Indooroopilly,QLD,4068,(07) 3878 0111,www.indooroopillyhotel.com.au ,indooroopilly.hotel@alhgroup.com.au,,-27.502476,152.975136,,,,Active,37 067 391 511,Business Name,50%,,
Hendon Hotel,Bars & Restaurants,110 Tapleys Hill Rd,Royal Park,SA,5014,(08) 8445 6161,https://www.hendonhotel.com.au ,hendon.hotel@alhgroup.com.au,,-34.874452,138.512007,,,,Active,37 067 391 511,Business Name,50%,,
Harry's Bar,Bars & Restaurants,12 Grenfell St,Adelaide,SA,5000,(08) 8231 3951,www.harrysongrenfell.com.au ,"hello@harrysongrenfell.com.au,harrysongrenfell@hotmail.com",,-34.923981,138.60024,,,,Active,82 929 023 327,Business Name,50%,,
Halfway Hotel,Bars & Restaurants,668 Port Rd,Beverley,SA,5009,(08) 8445 2725,,,,-34.890332,138.548461,,,,Active,37 067 391 511,Business Name,50%,,
Grand Central Hotel,Bars & Restaurants,36 Punt Rd,Cobram,VIC,3644,(03) 5872 1912,,,,-35.919394,145.648278,,,,Active,56 346 166 957,Other Name,50%,,
Findon Hotel,Bars & Restaurants,261 Grange Rd,Findon,SA,5023,(08) 8445 7000,,,,-34.90482,138.535816,,,,Active,37 067 391 511,Business Name,50%,,
Escobar,Bars & Restaurants,95-97 Gouger St,Adelaide,SA,5000,(08) 8231 6023,,,,-34.93062,138.59573,,,,Active,13 392 778 350,Trading Name,50%,,
Der Raum,Bars & Restaurants,438 Church St,Richmond,VIC,3121,(03) 9428 0055,www.derraum.com.au ,,,-37.825268,144.997773,,,,Active,92 095 549 410,Business Name,50%,,
David Jones,Bars & Restaurants,27- 29 St George's Tce,Perth,WA,6000,(08) 6315 3317,www.wabar.asn.au ,info@wabar.asn.au,,-31.956877,115.860716,,,,Active,71 172 104 078,Entity Name,50%,,
College Lawn Hotel,Bars & Restaurants,36 Greville St,Prahran,VIC,3181,(03) 9810 0074,,,,-37.848941,144.98725,,,,Active,48 089 164 803,Business Name,50%,,
Clancy's Fish Pub,Bars & Restaurants,1710 Caves Rd,Dunsborough,WA,6281,(08) 9750 5035,,dunsborough@clancysfishpub.com.au,,-33.619739,115.085643,,,,Active,80 123 869 989,Trading Name,50%,,
Cherry,Bars & Restaurants,103 Flinders Lane,Melbourne,VIC,3000,(03) 9639 8122,,,,-37.815567,144.970968,,,,Active,43 074 758 115,Trading Name,50%,,
Burrito Bar Clayfield,Bars & Restaurants,Oriel Place 531 Sandgate Rd,Clayfield,QLD,4011,(07) 3262 7192,https://burritobar.com.au/stores/clayfield/ ,feedback@theburritobar.com.au,,-27.426288,153.051042,,,,Active,40 160 621 250,Business Name,50%,,
Bundoora Hotel,Bars & Restaurants,49 Plenty Rd,Bundoora,VIC,3083,(03) 9468 9999,https://www.bundoorahotel.com.au ,bundoora.hotel@alhgroup.com.au,,-37.695687,145.058701,,,,Active,37 067 391 511,Business Name,50%,,
Boteco,Bars & Restaurants,421 Cleveland St,Redfern,NSW,2016,(02) 9318 2993,,,,-33.891883,151.213586,,,,Active,86 448 508 454,Business Name,50%,,
Blue Mountain Hotel,Bars & Restaurants,264 New England Hwy,Toowoomba,QLD,4350,(07) 4632 3258,,,,-27.553312,151.954617,,,,Active,37 067 391 511,Business Name,50%,,
Bimbo Deluxe,Bars & Restaurants,376 Brunswick St,Fitzroy,VIC,3065,(03) 9419 8600,,,,-37.796068,144.979098,,,,Active,96 679 795 813,Business Name,50%,,
Bellevue Hotel,Bars & Restaurants,1 Main St,Coominya,QLD,4311,(07) 5426 4125,,,,-27.390898,152.503263,,,,Active,54 633 252 306,Entity Name,50%,,
Beehive Hotel,Bars & Restaurants,210 High St,Northcote,VIC,3070,(03) 9489 5789,,,,-37.774106,144.998421,,,,Active,83 026 811 964,Business Name,50%,,
Alexandra Headlands Hotel,Bars & Restaurants,98 Alexandra Parade,Alexandra Headland,QLD,4572,(07) 5443 1811,,,,-26.663725,153.104533,,,,Active,37 067 391 511,Business Name,50%,,
399 Bar,Bars & Restaurants,399 William St,Perth,WA,6000,0417 388 257,,,,-31.94448,115.86222,,,,Active,96 727 312 805,Business Name,50%,,
Twisted Cocktail Lounge,Bars & Restaurants,Unit 2 71 Wicklow Ave,Croydon,VIC,3136,(03) 9725 7872,,,,-37.795101,145.279786,,,,Active,82 629 997 182,Business Name,75%,,
Shaker Bar Hire,Bars & Restaurants,Puntie Cres,Maylands,WA,6051,(08) 6162 9088,,,,-31.932894,115.898032,,,,Active,55 388 534 004,Business Name,75%,,
Scarborough Beach Bar,Bars & Restaurants,1 Manning St,Scarborough,WA,6019,(08) 9205 1200,http://scarboroughbeachbar.com.au/ ,headoffice@arkgroup.com.au,,-31.892046,115.756421,,,,Active,42 973 214 906,Business Name,75%,,
Pirate Bar,Bars & Restaurants,25 Green St,Mt Hawthorn,WA,6016,(08) 9444 5444,http://www.piratebar.com.au ,"info@piratebar.com.au,henry.morgan@pirate.com",,-31.914071,115.843221,,,,Active,99 154 250 314,Business Name,75%,,
Parklands Tavern,Bars & Restaurants,238 Parklands Brce,Meridan Plains,QLD,4551,(07) 5413 2200,www.parklandstavern.com.au ,,,-26.773158,153.1065,,,,Active,40 162 685 216,Business Name,75%,,
Old Bush Inn,Bars & Restaurants,51 High St,Willunga,SA,5172,(08) 8557 1000,www.oldbushinn.com ,"oldbushinn@bigpond.com,book@oldbushinn.com",,-35.274103,138.558924,,,,Active,43 184 678 123,Business Name,75%,,
Lickerish Kitchen and Bar,Bars & Restaurants,26 Semaphore Rd,Semaphore,SA,5019,(08) 8242 5503,www.lickerish.com.au ,info@lickerish.com.au,,-34.838906,138.481998,,,Great service,Active,47 154 181 414,Business Name,75%,,
iDarts Adelaide,Bars & Restaurants,102-104 Wright St,Adelaide,SA,5000,(08) 8212 7992,http://www.idartsaustralia.com.au/ ,"idartsadelaide@gmail.com,info@idarts.com.au",,-34.931505,138.596312,,,,Active,90 611 866 070,Business Name,75%,,
Hippo Bar,Bars & Restaurants,Upstairs - 17 Garema Pl,Canberra,ACT,2600,(02) 6257 9090,http://www.hippobar.com.au ,management@hippobar.com.au,,-35.278177,149.131574,,,,Active,63 097 040 036,Trading Name,75%,,
Helvetica Bar,Bars & Restaurants,Rear 101 St Georges Tce,Perth,WA,6000,(08) 9321 4422,www.helveticabar.com.au ,"info@helveticabar.com.au,info@helveticabar.com",,-31.95528,115.856969,,,,Active,63 602 633 563,Business Name,75%,,
