Name,Categories,Address,City,State,Postcode,Phone,Website,Email,Fax,Latitude,Longitude,Employees,Established,Licence_No,ABN_Status,ABN,ABN_Name,Accuracy,ABN_2,ACN
Murray Goulburn Trading,Shopping Centers,6-10 Parfitt Rd,Wangaratta,VIC,3677,(03) 5721 9366,http://www.mgc.com.au ,info@devondale.com.au,,-36.352898,146.332677,,,,Active,57 004 515 744,Entity Name,25%,,
Kmart Australia Ltd - Head Office,Shopping Centers,690 Springvale Rd,Mulgrave,VIC,3170,(03) 9902 2000,http://www.kmart.com.au ,customer.satisfaction@kmart.com.au,,-37.919637,145.15947,,,,Active,73 004 700 485,Business Name,25%,,
Joyce Mayne,Shopping Centers,675 Ruthven St,South Toowoomba,QLD,4350,(02) 6686 5944,www.joycemayne.com.au ,,,-27.572113,151.951066,,,,Active,39 145 036 979,Business Name,25%,,
Ingle Farm Shopping Centre,Shopping Centers,"Ingle Farm Shopping Centre, Cnr Montague and Walkleys Rds",Ingle Farm,SA,5098,(08) 8264 5555,,,,-34.82930855,138.6485772,,,,Active,36 278 538 418,Trading Name,25%,,
Haslams Homewares,Shopping Centers,Andrew St,Esperance,WA,6450,(08) 9071 4578,,,,-33.861318,121.890827,,,,Active,52 009 160 267,Business Name,25%,,
Harris Scarfe Australia Pty Ltd,Shopping Centers,81 Rundle Mall,Adelaide,SA,5000,(08) 8203 4444,,,,-34.92321,138.60284,,,,Active,83 095 018 803,Business Name,25%,,
Go-Lo,Shopping Centers,Florence,Port Pirie,SA,5540,(08) 8633 2746,,,,-33.177437,138.008754,,,,Active,75 085 360 246,Trading Name,25%,,
Domayne,Shopping Centers,80 Collie St,Fyshwick,ACT,2609,(02) 6126 2500,,,,-35.33192,149.180054,,,,Active,71 083 335 746,Business Name,25%,,
Chain Reaction Pty Ltd,Shopping Centers,Yeperenye Shopping Centre,Alice Springs,NT,870,(08) 8953 0900,,,,-23.69947,133.88086,,,,Active,31 627 933 877,Entity Name,25%,,
Cassidys,Shopping Centers,Jamison Plza,Macquarie,ACT,2614,(02) 6251 1911,,,,-35.252829,149.071335,,,,Active,44 552 943 100,Business Name,25%,,
Big W Discount Store,Shopping Centers,Bunbury Forum Shopng Cntr,Sandridge Park,WA,6230,(08) 9721 6811,,,,-33.33714,115.66042,,,,Active,88 000 014 675,Other Name,25%,,
Best & Less,Shopping Centers,Cairns Central Shopng Cntr Cnr McLeod and Spence Sts,Cairns,QLD,4870,(07) 4051 1833,,,,-16.9082,145.7586,,,,Active,29 003 724 696,Entity Name,25%,,
The Good Guys,Shopping Centers,"Unit 1, Melton Gateway Centre 72-84 High St",Melton,VIC,3337,(03) 9971 8000,https://www.thegoodguys.com.au ,bayswater@thegoodguys.com.au,,-37.688944,144.603476,,,,Active,56 621 732 252,Trading Name,50%,,
Target,Shopping Centers,Mandurah Forum Shopping Centre 330 Pinjarra Road,Mandurah,WA,6210,(08) 9586 5700,https://www.target.com.au/ ,customersupport@target.com.au,,-32.535482,115.742201,,,,Active,75 004 250 944,Business Name,50%,,
Target,Shopping Centers,1 Corbusier Pl,Balcatta,WA,6021,(08) 9240 1701,,,,-31.863301,115.812874,,,,Active,75 004 250 944,Business Name,50%,,
Target,Shopping Centers,Liverpool St,Port Lincoln,SA,5606,(08) 8623 0200,http://www.target.com.au ,,,-34.724684,135.864229,,,,Active,75 004 250 944,Business Name,50%,,
Target,Shopping Centers,Florence St,Port Pirie,SA,5540,(08) 8638 2300,https://www.target.com.au/store/sa/port-pirie/6504 ,,,-33.177209,138.008666,,,,Active,75 004 250 944,Business Name,50%,,
Target,Shopping Centers,8-10 Riverview Rd,Murray Bridge,SA,5253,(08) 8531 8700,https://www.target.com.au/ ,customersupport@target.com.au,,-35.122299,139.273936,,,,Active,75 004 250 944,Business Name,50%,,
Target,Shopping Centers,3-5 Calton Rd,Gawler East,SA,5118,(08) 8521 4800,http://www.target.com.au ,,,-34.601343,138.750487,,,,Active,75 004 250 944,Business Name,50%,,
Target,Shopping Centers,55 Williams St,Bowen,QLD,4805,(07) 4786 9200,https://www.target.com.au/ ,customersupport@target.com.au,,-20.014899,148.243945,,,,Active,75 004 250 944,Business Name,50%,,
Target,Shopping Centers,Sunshine Plaza Plaza Parade,Maroochydore,QLD,4558,(07) 5459 6300,https://www.target.com.au/ ,,,-26.657414,153.087041,,,,Active,75 004 250 944,Business Name,50%,,
Target,Shopping Centers,Cnr. Redland Bay and Mt. Cotton Road,Capalaba,QLD,4157,(07) 3917 7300,www.target.com.au ,,,-27.521286,153.190213,,,,Active,75 004 250 944,Business Name,50%,,
Target,Shopping Centers,Westfield Garden City Cnr Logan and Kessels Road,Upper Mt Gravatt,QLD,4122,(07) 3420 7200,https://www.target.com.au/ ,customersupport@target.com.au,,-27.559903,153.081078,,,,Active,75 004 250 944,Business Name,50%,,
Target,Shopping Centers,284 Anzac Ave,Kippa Ring,QLD,4021,(07) 3880 5400,http://www.target.com.au/ ,,,-27.225418,153.086145,,,,Active,75 004 250 944,Business Name,50%,,
Target,Shopping Centers,Akuna Ave,Canberra,ACT,2601,(02) 6245 5600,http://www.target.com.au ,,,-35.28,149.13,,,,Active,75 004 250 944,Business Name,50%,,
Sheridan Factory Outlet,Shopping Centers,Shop T 190 8 Crn Mikol St &amp; Canberra Ave,Fyshwick,ACT,2609,(02) 6112 6286,http://www.sheridan.com.au ,,,-35.33,149.16,,,,Active,89 094 091 380,Business Name,50%,,
Sam's Warehouse,Shopping Centers,163 Boat Harbour Dr,Urraween,QLD,4655,(07) 4128 3199,,,,-25.288867,152.836446,,,,Active,37 135 890 845,Business Name,50%,,
Sam's Warehouse,Shopping Centers,Westfield Shopng Cntr 29- 35 Louis St,Airport West,VIC,3042,(03) 8336 1672,,,,-37.714181,144.885413,,,,Active,37 135 890 845,Business Name,50%,,
Myer Pty Ltd,Shopping Centers,96-106 Liverpool St,Hobart,TAS,7000,(03) 6165 1610,https://www.myer.com.au/ ,"info@afterpay.com.au,support@shophumm.com.au",,-42.881967,147.326782,,,,Active,83 004 143 239,Entity Name,50%,,
Myer Pty Ltd,Shopping Centers,297 Diagonal Rd,Oaklands Park,SA,5046,(08) 7071 3721,https://www.myer.com.au ,myer.csc@myer.com.au,,-35.016375,138.545072,,,,Active,83 004 143 239,Entity Name,50%,,
Myer Pty Ltd,Shopping Centers,1151 Creek Rd,Carindale,QLD,4152,(07) 3088 3356,https://www.myer.com.au ,,,-27.50332,153.101506,,,,Active,83 004 143 239,Entity Name,50%,,
Laura Ashley,Shopping Centers,"Shop 209 Centrepoint Shopping Centre, Murray Street",Hobart,TAS,7000,(03) 6111 0566,http://www.lauraashley.com ,customer.service@laura-ashley.com.au,,-42.881795,147.324088,,,,Active,29 804 354 455,Entity Name,50%,,
Laura Ashley,Shopping Centers,"Shop 38 Burnside Village, 447 Portruch",Glenside,SA,5065,(08) 7070 1457,http://www.lauraashley.com ,,,-34.939617,138.641018,,,,Active,29 804 354 455,Entity Name,50%,,
Laura Ashley,Shopping Centers,246-266 Unley Road The Metro Centre,Hyde Park,SA,5061,(08) 7070 1454,http://www.lauraashley.com ,,,-34.954237,138.607278,,,,Active,28 004 817 323,Trading Name,50%,,
Kmart,Shopping Centers,Burnie Plaza S/C 18 Mount St,Burnie,TAS,7320,(03) 6432 8700,https://www.kmart.com.au/ ,,,-41.05064,145.905176,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,86 Best St,Devonport,TAS,7310,(03) 6421 1100,https://www.kmart.com.au/ ,,,-41.176891,146.354608,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,Eastlands Shopping Centre,Rosny,TAS,7018,(03) 6282 1600,www.kmart.com.au ,,,-42.872407,147.354812,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,1 Risdon Rd,New Town,TAS,7008,(03) 6232 2600,www.kmart.com.au ,,,-42.856448,147.306283,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,"South Hedland S/C , Cnr Colebatch Way and Rason Crt",South Hedland,WA,6722,(08) 9172 9900,www.kmart.com.au ,,,-20.411178,118.598282,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,83 Brookman St,Kalgoorlie,WA,6430,(08) 9026 3700,http://www.kmart.com.au ,,,-30.747865,121.470991,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,86 West St Power Centre Busselton,West Busselton,WA,6280,(08) 9751 8200,https://www.kmart.com.au/ ,,,-33.65545,115.33929,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,Cnr Of Pinjarra and Mandurah Rd,Mandurah,WA,6210,(08) 9534 0200,https://www.kmart.com.au/ ,,,-32.537371,115.74474,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,"Kardinya Park S/C, Cnr North Lake Rd and South St",Kardinya,WA,6163,(08) 9338 8200,https://www.kmart.com.au/ ,,,-32.068621,115.814977,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,The Park Centre Albany Highway,East Victoria Park,WA,6101,(08) 6330 8300,https://www.kmart.com.au/ ,,,-31.988704,115.905824,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,"Cnr Wanneroo Road Andamp, Conlan AvenueCnr Wanneroo Road Andamp, Conlan Avenue",Wanneroo,WA,6065,(08) 9206 8300,www.kmart.com.au ,,,-31.752177,115.803616,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,Midland Gate S/C Great Eastern Hwy,Midland,WA,6056,(08) 6274 2800,https://www.kmart.com.au/ ,,,-31.8904,116.005672,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,Cnr Ocean Keys Blvd and Key Lago Drive,Clarkson,WA,6030,(08) 9408 7100,www.kmart.com.au ,,,-31.690226,115.719233,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,Cnr Collier Pass and Joondalup Drv,Joondalup,WA,6027,(08) 9301 8700,www.kmart.com.au ,,,-31.746364,115.764509,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,"Warwick Grove S/C , Cnr Beach and Erindale Rds",Warwick,WA,6024,(08) 9260 1500,www.kmart.com.au ,,,-31.8395,115.81327,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,38 Edinburgh St,Port Lincoln,SA,5606,(08) 8683 2300,http://www.kmart.com.au ,,,-34.725965,135.862895,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,21 Helen St,Mount Gambier,SA,5290,(08) 8721 2600,www.kmart.com.au ,,,-37.829976,140.77625,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,Cnr Morphett Road and Maclaren Street,Mt Barker,SA,5251,(08) 8393 6700,www.kmart.com.au ,,,-35.065187,138.860236,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,"Colonnades S/C, 54 Beach Rd",Christies Beach,SA,5165,(08) 8329 1300,http://www.kmart.com.au ,,,-35.139509,138.476212,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,"Ingle Farm Shopping Centre, Cnr Montague and Walkleys Rds",Ingle Farm,SA,5098,(08) 8203 6100,,,,-34.8289086,138.6505644,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,Westfield Tea Tree Main North East Rd,Modbury,SA,5092,(08) 8203 6800,www.kmart.com.au ,,,-34.831577,138.69373,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,Firle Plaza S/C 171 Glynburn Rd,Firle,SA,5070,(08) 8203 8100,https://www.kmart.com.au/ ,,,-34.904821,138.655875,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,153 Anzac Hwy,Kurralta Park,SA,5037,(08) 8193 1900,www.kmart.com.au ,,,-34.956165,138.566036,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,"Westfield S/C,Cnr West Lakes Blvd and Turner Dr",West Lakes,SA,5021,(08) 8353 9800,www.kmart.com.au ,,,-34.877218,138.493942,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,"Old Port Canal S/C , Cnr Church and Leadenhall Sts",Port Adelaide,SA,5015,(08) 8415 1500,https://www.kmart.com.au/ ,,,-34.847745,138.507362,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,127 Rundle Mall,Adelaide,SA,5000,(08) 8214 0100,www.kmart.com.au ,,,-34.923048,138.604151,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,Smithfield S/C Cnr Captain Cook and Kennedy Hwys,Smithfield,QLD,4870,(07) 4038 9400,www.kmart.com.au ,,,-16.922782,145.770307,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,1 Clare St,Innisfail,QLD,4860,(07) 4030 2300,www.kmart.com.au ,,,-17.527846,146.028217,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,"Mt Isa Village , Cnr Marian Andamp, Atherton Sts",Mt Isa,QLD,4825,(07) 4744 0700,www.kmart.com.au ,,,-20.752431,139.480842,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,"Stockland Townsville , Cnr Ross River Rd and Nathan St",Aitkenvale,QLD,4814,(07) 4758 0200,www.kmart.com.au ,,,-19.298106,146.764499,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,249 Musgrave St,Berserker,QLD,4701,(07) 4924 9300,www.kmart.com.au ,,,-23.356615,150.522076,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,161-333 Yaamba Rd,Kawana,QLD,4701,(07) 4932 5500,www.kmart.com.au ,,,-23.320966,150.515468,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,"Hinkler Central, Cnr Electra and Maryborough Street",Bundaberg,QLD,4670,(07) 4131 1600,www.kmart.com.au ,,,-24.872097,152.349649,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,Sunshine Plaza Horton Parade,Maroochydore,QLD,4558,(07) 5409 0800,https://www.kmart.com.au/ ,,,-26.65902,153.097245,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,Westfield North Lakes Cnr Anzac Avenue and North Lakes Drive,North Lakes,QLD,4509,(07) 3384 1200,www.kmart.com.au ,,,-27.242314,153.020633,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,197 Morayfield Rd,Morayfield,QLD,4506,(07) 5490 7800,https://www.kmart.com.au/ ,,,-27.10551,152.948934,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,"Riverlink Shopping Centre, Cnr Pine Street and The Terrace",North Ipswich,QLD,4305,(07) 3280 5800,https://www.kmart.com.au/ ,,,-27.608712,152.761971,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,"Redbank Plaza S/C , Cnr Cunningham Hwy &amp; Law St",Redbank,QLD,4301,(07) 3280 9800,https://www.kmart.com.au/ ,,,-27.606037,152.872305,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,Robina Town Centre Robina Pkwy,Robina,QLD,4226,(07) 5553 8000,www.kmart.com.au ,,,-28.071441,153.393882,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,Cnr Gold Coast and Pacific Hwy,Helensvale,QLD,4212,(07) 5588 1900,www.kmart.com.au ,,,-27.922503,153.336044,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,15 Global Plza,Oxenford,QLD,4210,(07) 5556 1000,www.kmart.com.au ,,,-27.889224,153.311169,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,Wynnum Plaza S/C Wynnum Rd,Wynnum West,QLD,4178,(07) 3308 5300,https://www.kmart.com.au ,,,-27.454449,153.154971,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,"Westfield Garden City, Cnr Logan and Kessels Roads Upper",Mt Gravatt,QLD,4122,(07) 3360 9400,www.kmart.com.au ,,,-27.536747,153.066699,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,Stafford City Shopping Centre 400 Stafford Rd,Stafford,QLD,4053,(07) 3037 0900,https://www.kmart.com.au/ ,,,-27.412108,153.012492,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,Aspley Hypermarket 59 Albany Creek Rd,Aspley,QLD,4034,(07) 3863 8600,www.kmart.com.au ,,,-27.361794,153.01429,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,"Chermside S/C, Cnr Gympie Andamp, Hamilton Rds",Chermside,QLD,4032,(07) 3350 8200,https://www.kmart.com.au/store-detail/Chermside ,,,-27.38663,153.035503,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,Peninsula Fair S/C Anzac Ave,Redcliffe,QLD,4020,(07) 3283 9800,www.kmart.com.au ,,,-27.228782,153.100638,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,"Toombul S/C, Sandgate Rd",Nundah,QLD,4012,(07) 3025 6700,www.kmart.com.au ,,,-27.39989,153.058962,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,"Rosebud Plaza, Cnr Boneo Rd and Mccombe St",Rosebud,VIC,3939,(03) 5982 9900,www.kmart.com.au ,,,-38.360859,144.889822,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,330 Gillies St North,Wendouree,VIC,3355,(03) 4313 6000,https://www.kmart.com.au/ ,,,-37.534235,143.824586,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,173-199 Pioneer Rd,Grovedale,VIC,3216,(03) 5244 8900,https://www.kmart.com.au ,,,-38.19927,144.319444,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,400 Mcdonalds Rd,Mill Park,VIC,3082,(03) 9404 9300,https://www.kmart.com.au/ ,,,-37.651747,145.071027,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,"Northland S/C , 2 Murray Rd",Preston,VIC,3072,(03) 8470 0600,www.kmart.com.au ,,,-37.738646,145.030269,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,Barkly Square S/C 90-106 Sydney Rd,Brunswick,VIC,3056,(03) 9388 5600,https://www.kmart.com.au/ ,,,-37.775684,144.9631,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,80 Taylors Rd,Keilor Downs,VIC,3038,(03) 9931 8600,www.kmart.com.au ,,,-37.726851,144.807204,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,Footscray Plaza 1/51 Paisley St,Footscray,VIC,3011,(03) 9280 6700,https://www.kmart.com.au/ ,,,-37.801698,144.897604,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,33 Hibberson St,Gungahlin,ACT,2912,(02) 6123 2500,https://www.kmart.com.au/ ,,,-35.184853,149.134214,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,Intersection Of Anketell St and Reed St N,Greenway,ACT,2900,(02) 6131 7200,www.kmart.com.au ,,,-35.416967,149.06863,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,"Westfield Belconnen S/C , Emu Bank Rd",Belconnen,ACT,2617,(02) 6245 1800,https://www.kmart.com.au/ ,,,-35.237311,149.070782,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,Westfield Parramatta 159-175 Church Street,Parramatta,NSW,2150,(02) 9689 9800,www.kmart.com.au ,,,-33.817734,151.002148,,,,Active,73 004 700 485,Business Name,50%,,
Kmart,Shopping Centers,"Chatswood Chase S/C, Cnr Victoria Ave and Archer St",Chatswood,NSW,2067,(02) 9934 7400,https://www.kmart.com.au/ ,,,-33.795611,151.185335,,,,Active,73 004 700 485,Business Name,50%,,
Harris Scarfe Australia,Shopping Centers,Shop 2 85-99 Collins St,Hobart,TAS,7000,(03) 6289 8320,https://www.harrisscarfe.com.au/ ,customerservice@harrisscarfe.com.au,,-42.882472,147.327679,,,,Active,83 095 018 803,Business Name,50%,,
Harris Scarfe,Shopping Centers,41 Mount St,Burnie,TAS,7320,(03) 6431 4433,,,,-41.051793,145.905581,,,,Active,83 095 018 803,Trading Name,50%,,
Harris Scarfe,Shopping Centers,35 King Edward St,Ulverstone,TAS,7315,(03) 6425 6859,www.harrisscarfe.com.au ,,,-41.158246,146.171966,,,,Active,83 095 018 803,Trading Name,50%,,
Harris Scarfe,Shopping Centers,Best St,Devonport,TAS,7310,(03) 6423 1533,,,,-41.176521,146.34663,,,,Active,83 095 018 803,Trading Name,50%,,
Harris Scarfe,Shopping Centers,133 Brisbane St,Launceston,TAS,7250,(03) 6331 5622,,,,-41.438184,147.138258,,,,Active,83 095 018 803,Trading Name,50%,,
Harris Scarfe,Shopping Centers,68-74 Main Rd,Moonah,TAS,7009,(03) 6281 3200,http://www.harrisscarfe.com.au ,customerservice@harrisscarfe.com.au,,-42.84752,147.29507,,,,Active,83 095 018 803,Trading Name,50%,,
Harris Scarfe,Shopping Centers,Elizabeth Shopping Centre 50 Elizabeth Way,Elizabeth,SA,5112,(08) 8487 0055,http://www.harrisscarfe.com.au/ ,customerservice@harrisscarfe.com.au,,-34.718791,138.668422,,,,Active,83 095 018 803,Trading Name,50%,,
Harris Scarfe,Shopping Centers,Westfield Carindale Level 1 Shop MAJ 1 1151 Creek Rd,Carindale,QLD,4152,(07) 3339 0076,www.harrisscarfe.com.au/ ,,,-27.503299,153.101627,,,,Active,83 095 018 803,Trading Name,50%,,
Harris Scarfe,Shopping Centers,"337 Canberra Avenue, Canberra Outlet Centre",Fyshwick,ACT,2609,(02) 6297 7122,http://www.harrisscarfe.com.au/ ,,,-35.336674,149.178546,,,,Active,83 095 018 803,Trading Name,50%,,
Harris Scarfe,Shopping Centers,Dickson Pl,Dickson,ACT,2602,(02) 6249 8333,,,,-35.24995,149.139155,,,,Active,83 095 018 803,Trading Name,50%,,
Essential Stuff Rosebud,Shopping Centers,Shop 062 Rosebud Plza,Melbourne,VIC,3000,(03) 5981 2441,https://www.facebook.com/Essential-Stuff-Rosebud-111595280235365/?modal=admin_todo_tour ,,,-37.813985,144.963114,,,,Active,54 627 722 490,Business Name,50%,,
Dimmeys,Shopping Centers,5-7 Reibey St,Ulverstone,TAS,7315,(03) 6425 9111,www.dimmeys.com.au ,"bargains@dimmeys.com.au,bargains@dimmeys.com",,-41.156841,146.170003,,,,Active,82 121 932 652,Trading Name,50%,,
Dimmeys,Shopping Centers,95- 99 Hobart Rd,Kings Meadows,TAS,7249,(03) 6343 5266,www.dimmeys.com.au ,"bargains@dimmeys.com.au,bargains@dimmeys.com",,-41.464462,147.158899,,,,Active,82 121 932 652,Trading Name,50%,,
Dimmeys,Shopping Centers,"Shop 12, Channel Court Shopping Centre, 29 Channel Highway",Kingston,TAS,7050,(03) 6229 4526,www.dimmeys.com.au ,"bargains@dimmeys.com.au,bargains@dimmeys.com",,-42.976659,147.309795,,,,Active,82 121 932 652,Trading Name,50%,,
Dimmeys,Shopping Centers,51 Commercial Street West,Mt Gambier,SA,5290,(08) 8725 1411,www.dimmeys.com.au ,"bargains@dimmeys.com.au,bargains@dimmeys.com",,-37.828112,140.778122,,,,Active,82 121 932 652,Trading Name,50%,,
Dimmeys,Shopping Centers,115- 119 Bourbong St,Bundaberg,QLD,4670,(07) 4152 7777,www.dimmeys.com.au ,"bargains@dimmeys.com.au,bargains@dimmeys.com",,-24.865013,152.349566,,,,Active,82 121 932 652,Trading Name,50%,,
Dimmeys,Shopping Centers,Central Plaza Shop 2 11 Central Ave,Pialba,QLD,4655,(07) 4128 1355,www.dimmeys.com.au ,"bargains@dimmeys.com.au,bargains@dimmeys.com",,-25.290674,152.834714,,,,Active,82 121 932 652,Trading Name,50%,,
Dimmeys,Shopping Centers,M 6 Ground Floor Deception Bay Shopping Centre,Deception Bay,QLD,4508,(07) 3204 2788,www.dimmeys.com.au ,"bargains@dimmeys.com.au,bargains@dimmeys.com",,-27.193886,153.029079,,,,Active,82 121 932 652,Trading Name,50%,,
Dimmeys,Shopping Centers,Ipswich City Square,Ipswich,QLD,4305,(07) 3202 1158,www.dimmeys.com.au ,"bargains@dimmeys.com.au,bargains@dimmeys.com",,-27.614209,152.758987,,,,Active,82 121 932 652,Trading Name,50%,,
Dimmeys,Shopping Centers,Shop 456 209 Settlement Rd,Cowes,VIC,3922,(03) 5952 3800,www.dimmeys.com.au ,"bargains@dimmeys.com.au,bargains@dimmeys.com",,-38.456143,145.238185,,,,Active,82 121 932 652,Trading Name,50%,,
Dimmeys,Shopping Centers,Axix Homemaker Centre,South Morang,VIC,3752,(03) 9437 6040,www.dimmeys.com.au ,"bargains@dimmeys.com.au,bargains@dimmeys.com",,-37.6513007,145.0890615,,,,Active,82 121 932 652,Trading Name,50%,,
